発注先企業コード,発注先企業名,発注先業態コード,発注先業態,納品先組織コード,納品先組織名,納品先部門コード,納品先部門名,納品書番号,発注番号,行番号,分納番号,検収状態区分値,検収状態名称,状態区分値,状態名称,発注区分値,発注区分名称,自社商品コード,自社商品名,発注数,出荷数,単位,納品日,出荷日,検収日,単価(外税),金額(外税),作成日,作成時間,勘定科目コード,勘定科目名,入数,発注日,発注締切日,商品分類コード,商品分類名,請求先コード,請求先名,発注部門コード,発注部門名,請求先部門コード,請求先部門名,ログインID,発注者氏名,消費税率,出荷時変更前単位名称,出荷時変更前単価(外税),出荷時変更前金額(外税),適用税率区分
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","12","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","10","10","袋","2019/09/28","2019/09/27","2019/10/01","148","1480","2019/09/28","10:47:00","","連携時作成","100","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","13","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","5","5","袋","2019/09/28","2019/09/27","2019/10/01","1438","7190","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","14","1","1","検収済","'0","通常","'0","Web発注","20542","ＪＳ　バーガーＢＯＸ　本体 １００枚","1","1","Ｃ","2019/09/28","2019/09/27","2019/10/01","4419","4419","2019/09/28","10:47:00","","連携時作成","100","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","15","1","1","検収済","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/09/28","2019/09/27","2019/10/01","2375","2375","2019/09/28","10:47:00","","連携時作成","8","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","16","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/09/28","2019/09/27","2019/10/01","2045","6135","2019/09/28","10:47:00","","連携時作成","500","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","17","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","1","1","箱","2019/09/28","2019/09/27","2019/10/01","2250","2250","2019/09/28","10:47:00","","連携時作成","500","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","18","1","1","検収済","'0","通常","'0","Web発注","20884","JSB未晒ショッパー 240X140XH300MM 200ﾏｲ","1","1","包","2019/09/28","2019/09/27","2019/10/01","4960","4960","2019/09/28","10:47:00","","連携時作成","200","2019/09/27","2019/09/27 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","19","1","1","検収済","'0","通常","'0","Web発注","30027","流せるトイレクリーナー２４枚入り","3","3","個","2019/09/28","2019/09/27","2019/10/01","115","345","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698529","H0001189096","20","1","1","検収済","'0","通常","'0","Web発注","30031","ｸﾘｰﾝ&ｸﾘｰﾝ X7薬用ﾊﾝﾄﾞｳｫｯｼｭ 4.5L","2","2","本","2019/09/28","2019/09/27","2019/10/01","3417","6834","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698530","H0001189096","21","1","1","検収済","'0","通常","'0","Web発注","30033","バイオガード中性洗剤　５Ｌ","2","2","本","2019/09/28","2019/09/27","2019/10/01","2644","5288","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698530","H0001189096","22","1","1","検収済","'0","通常","'0","Web発注","30034","バイオガード除菌コート剤　５Ｌ","2","2","本","2019/09/28","2019/09/27","2019/10/01","1705","3410","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23698530","H0001189096","23","1","1","検収済","'0","通常","'0","Web発注","30044","トイレの消臭力スプレーアクアソープＶ３","2","2","個","2019/09/28","2019/09/27","2019/10/01","269","538","2019/09/28","10:47:00","","連携時作成","1","2019/09/27","2019/09/27 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","TU04714785","H0001182930","11","1","1","検収済","'0","通常","'0","Web発注","20790","受)試食皿（ケチャップ容器）5000個","1","1","Ｃ","2019/09/21","2019/09/21","2019/10/01","11300","11300","2019/09/28","10:47:00","","連携時作成","5000","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","1","1","'0","未検収","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","8","8","束","2019/10/01","2019/09/30","-","88","704","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","2","1","'0","未検収","'0","通常","'0","Web発注","10026","OZクッキングシート33×35M","3","3","本","2019/10/01","2019/09/30","-","497","1491","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","3","1","'0","未検収","'0","通常","'0","Web発注","10157","ハイラップＳVC30CMX100M 別単位あり","6","6","本","2019/10/01","2019/09/30","-","175","1050","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","4","1","'0","未検収","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/10/01","2019/09/30","-","2166","2166","2019/10/01","10:41:00","","連携時作成","6","2019/09/30","2019/09/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","5","1","'0","未検収","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","6","6","箱","2019/10/01","2019/09/30","-","399","2394","2019/10/01","10:41:00","","連携時作成","500","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","6","1","'0","未検収","'0","通常","'0","Web発注","20032","ｽﾄﾚｰﾄｽﾄﾛｰ黒　裸8φX210MM 300本","2","2","箱","2019/10/01","2019/09/30","-","487","974","2019/10/01","10:41:00","","連携時作成","300","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","7","1","'0","未検収","'0","通常","'0","Web発注","20088","クリーンカツプ　６０ＢＬ本体100個入","5","5","袋","2019/10/01","2019/09/30","-","263","1315","2019/10/01","10:41:00","","連携時作成","100","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","8","1","'0","未検収","'0","通常","'0","Web発注","20180","ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ ﾀﾞﾌﾞﾙ 12R入　別単位あり","4","4","袋","2019/10/01","2019/09/30","-","300","1200","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","9","1","'0","未検収","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","1","1","Ｃ","2019/10/01","2019/09/30","-","4500","4500","2019/10/01","10:41:00","","連携時作成","2000","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707253","H0001190573","10","1","'0","未検収","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","18","18","袋","2019/10/01","2019/09/30","-","148","2664","2019/10/01","10:41:00","","連携時作成","100","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","11","1","'0","未検収","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","10","10","袋","2019/10/01","2019/09/30","-","1438","14380","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","12","1","'0","未検収","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/10/01","2019/09/30","-","2045","6135","2019/10/01","10:41:00","","連携時作成","500","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","13","1","'0","未検収","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","1","1","箱","2019/10/01","2019/09/30","-","2250","2250","2019/10/01","10:41:00","","連携時作成","500","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","14","1","'0","未検収","'0","通常","'0","Web発注","30033","バイオガード中性洗剤　５Ｌ","1","1","本","2019/10/01","2019/09/30","-","2644","2644","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","15","1","'0","未検収","'0","通常","'0","Web発注","30050","花王パワークリーナー　４．５Ｌ","2","2","個","2019/10/01","2019/09/30","-","1737","3474","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","16","1","'0","未検収","'0","通常","'0","Web発注","30051","除菌・漂白剤　ＫＢ６　４．５ｋｇ","2","2","本","2019/10/01","2019/09/30","-","733","1466","2019/10/01","10:41:00","","連携時作成","1","2019/09/30","2019/09/30 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23707254","H0001190573","17","1","'0","未検収","'0","通常","'0","Web発注","20587","新JSバーガー袋（BITE INTO IT)","1","1","Ｃ","2019/10/01","2019/09/30","-","15435","15435","2019/10/01","10:41:00","","連携時作成","4000","2019/09/30","2019/09/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","1","1","'0","未検収","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","6","6","束","2019/10/05","2019/10/04","-","88","528","2019/10/07","14:52:00","","連携時作成","1","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","2","1","'0","未検収","'0","通常","'0","Web発注","10016","WジッパーフリーザーバッグS　20枚入","5","5","本","2019/10/05","2019/10/04","-","94","470","2019/10/07","14:52:00","","連携時作成","1","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","3","1","'0","未検収","'0","通常","'0","Web発注","10019","カウンタークロス　厚手　ホワイト","1","1","袋","2019/10/05","2019/10/04","-","1280","1280","2019/10/07","14:52:00","","連携時作成","80","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","4","1","'0","未検収","'0","通常","'0","Web発注","10041","サーマルロール　80×80×紙管巾12mm","6","6","袋","2019/10/05","2019/10/04","-","348","2088","2019/10/07","14:52:00","","連携時作成","3","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","5","1","'0","未検収","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","8","8","箱","2019/10/05","2019/10/04","-","460","3680","2019/10/07","14:52:00","","連携時作成","100","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","6","1","'0","未検収","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","8","8","箱","2019/10/05","2019/10/04","-","460","3680","2019/10/07","14:52:00","","連携時作成","100","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","7","1","'0","未検収","'0","通常","'0","Web発注","10263","抗菌ｶﾗｰたわしｲｴﾛｰ10個(ｽﾎﾟﾝｼﾞ)","1","1","箱","2019/10/05","2019/10/04","-","765","765","2019/10/07","14:52:00","","連携時作成","10","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","8","1","'0","未検収","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/10/05","2019/10/04","-","2166","2166","2019/10/07","14:52:00","","連携時作成","6","2019/10/04","2019/10/04 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","9","1","'0","未検収","'0","通常","'0","Web発注","20001","4つ折りナフキン未晒","1","1","Ｃ","2019/10/05","2019/10/04","-","5600","5600","2019/10/07","14:52:00","","連携時作成","10000","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731550","H0001194903","10","1","'0","未検収","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/10/05","2019/10/04","-","399","1995","2019/10/07","14:52:00","","連携時作成","500","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","11","1","'0","未検収","'0","通常","'0","Web発注","20047","レジロール58X80X紙管巾12mm 5巻入","5","5","袋","2019/10/05","2019/10/04","-","362","1810","2019/10/07","14:52:00","","連携時作成","5","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","12","1","'0","未検収","'0","通常","'0","Web発注","20271","ﾌﾟﾗｶｯﾌﾟ平蓋　Ｘ穴L-96X","2","2","袋","2019/10/05","2019/10/04","-","344","688","2019/10/07","14:52:00","","連携時作成","100","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","13","1","'0","未検収","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","2","2","Ｃ","2019/10/05","2019/10/04","-","4500","9000","2019/10/07","14:52:00","","連携時作成","2000","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","14","1","'0","未検収","'0","通常","'0","Web発注","20327","ﾆｭｰﾌﾟﾛﾏｯｸｽプラカップ Sｻｲｽﾞ(BIP362D)","10","10","袋","2019/10/05","2019/10/04","-","400","4000","2019/10/07","14:52:00","","連携時作成","50","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","15","1","'0","未検収","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","6","6","袋","2019/10/05","2019/10/04","-","148","888","2019/10/07","14:52:00","","連携時作成","100","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","16","1","'0","未検収","'0","通常","'0","Web発注","20357","食材管理シール30X54MM (2500枚／袋)","1","1","袋","2019/10/05","2019/10/04","-","2275","2275","2019/10/07","14:52:00","","連携時作成","1","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","17","1","'0","未検収","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","5","5","袋","2019/10/05","2019/10/04","-","1438","7190","2019/10/07","14:52:00","","連携時作成","1","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","18","1","'0","未検収","'0","通常","'0","Web発注","20542","ＪＳ　バーガーＢＯＸ　本体 １００枚","1","1","Ｃ","2019/10/05","2019/10/04","-","4419","4419","2019/10/07","14:52:00","","連携時作成","100","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","19","1","'0","未検収","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/10/05","2019/10/04","-","2375","2375","2019/10/07","14:52:00","","連携時作成","8","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731551","H0001194903","20","1","'0","未検収","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/10/05","2019/10/04","-","2045","6135","2019/10/07","14:52:00","","連携時作成","500","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731552","H0001194903","21","1","'0","未検収","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","2","2","箱","2019/10/05","2019/10/04","-","2250","4500","2019/10/07","14:52:00","","連携時作成","500","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23731552","H0001194903","22","1","'0","未検収","'0","通常","'0","Web発注","20659","ＳＭＴ－４００白無地　５０個(M)12OZ","6","6","袋","2019/10/05","2019/10/04","-","425","2550","2019/10/07","14:52:00","","連携時作成","50","2019/10/04","2019/10/04 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.1","","","","'0"
